Grupo,Algoritmo,Problema,Run,M,D,runtime,arquivo_original
WFG,SPEA2SDE,WFG9,51,M3,D12,37.82733,SPEA2SDE_WFG9_M3_D12_51.mat
WFG,SPEA2SDE,WFG9,51,M2,D11,15.159893000000007,SPEA2SDE_WFG9_M2_D11_51.mat
WFG,SPEA2SDE,WFG9,52,M3,D12,39.102414999999986,SPEA2SDE_WFG9_M3_D12_52.mat
WFG,SPEA2SDE,WFG9,52,M2,D11,13.937379000000025,SPEA2SDE_WFG9_M2_D11_52.mat
WFG,SPEA2SDE,WFG9,53,M3,D12,36.319407,SPEA2SDE_WFG9_M3_D12_53.mat
WFG,SPEA2SDE,WFG9,53,M2,D11,14.258078999999992,SPEA2SDE_WFG9_M2_D11_53.mat
WFG,SPEA2SDE,WFG9,54,M2,D11,13.124824999999992,SPEA2SDE_WFG9_M2_D11_54.mat
WFG,SPEA2SDE,WFG9,54,M3,D12,35.99311000000001,SPEA2SDE_WFG9_M3_D12_54.mat
WFG,SPEA2SDE,WFG9,55,M2,D11,14.755777,SPEA2SDE_WFG9_M2_D11_55.mat
WFG,SPEA2SDE,WFG9,55,M3,D12,39.327631999999916,SPEA2SDE_WFG9_M3_D12_55.mat
WFG,SPEA2SDE,WFG9,56,M3,D12,40.38677999999995,SPEA2SDE_WFG9_M3_D12_56.mat
WFG,SPEA2SDE,WFG9,56,M2,D11,13.704418000000011,SPEA2SDE_WFG9_M2_D11_56.mat
WFG,SPEA2SDE,WFG9,57,M3,D12,35.75074600000004,SPEA2SDE_WFG9_M3_D12_57.mat
WFG,SPEA2SDE,WFG9,57,M2,D11,12.669096000000025,SPEA2SDE_WFG9_M2_D11_57.mat
WFG,SPEA2SDE,WFG9,58,M2,D11,12.897078000000013,SPEA2SDE_WFG9_M2_D11_58.mat
WFG,SPEA2SDE,WFG9,58,M3,D12,42.02787200000002,SPEA2SDE_WFG9_M3_D12_58.mat
WFG,SPEA2SDE,WFG9,59,M2,D11,14.371578000000001,SPEA2SDE_WFG9_M2_D11_59.mat
WFG,SPEA2SDE,WFG9,59,M3,D12,37.179539999999946,SPEA2SDE_WFG9_M3_D12_59.mat
WFG,SPEA2SDE,WFG9,60,M2,D11,14.048310999999986,SPEA2SDE_WFG9_M2_D11_60.mat
WFG,SPEA2SDE,WFG9,60,M3,D12,35.83742899999999,SPEA2SDE_WFG9_M3_D12_60.mat
ZDT,IVFSPEA2,ZDT1,1,M2,D30,14.69532700000001,IVFSPEA2_ZDT1_M2_D30_1.mat
ZDT,IVFSPEA2,ZDT1,2,M2,D30,14.108896000000007,IVFSPEA2_ZDT1_M2_D30_2.mat
ZDT,IVFSPEA2,ZDT1,3,M2,D30,14.262298999999995,IVFSPEA2_ZDT1_M2_D30_3.mat
ZDT,IVFSPEA2,ZDT1,4,M2,D30,14.26530199999999,IVFSPEA2_ZDT1_M2_D30_4.mat
ZDT,IVFSPEA2,ZDT1,5,M2,D30,14.500088000000005,IVFSPEA2_ZDT1_M2_D30_5.mat
ZDT,IVFSPEA2,ZDT1,6,M2,D30,14.18776500000001,IVFSPEA2_ZDT1_M2_D30_6.mat
ZDT,IVFSPEA2,ZDT1,7,M2,D30,14.26562600000001,IVFSPEA2_ZDT1_M2_D30_7.mat
ZDT,IVFSPEA2,ZDT1,8,M2,D30,14.389505999999999,IVFSPEA2_ZDT1_M2_D30_8.mat
ZDT,IVFSPEA2,ZDT1,9,M2,D30,14.067891000000001,IVFSPEA2_ZDT1_M2_D30_9.mat
ZDT,IVFSPEA2,ZDT1,10,M2,D30,14.549821000000007,IVFSPEA2_ZDT1_M2_D30_10.mat
ZDT,IVFSPEA2,ZDT1,11,M2,D30,14.472986999999996,IVFSPEA2_ZDT1_M2_D30_11.mat
ZDT,IVFSPEA2,ZDT1,12,M2,D30,14.356271999999992,IVFSPEA2_ZDT1_M2_D30_12.mat
ZDT,IVFSPEA2,ZDT1,13,M2,D30,14.14171099999998,IVFSPEA2_ZDT1_M2_D30_13.mat
ZDT,IVFSPEA2,ZDT1,14,M2,D30,14.341926000000017,IVFSPEA2_ZDT1_M2_D30_14.mat
ZDT,IVFSPEA2,ZDT1,15,M2,D30,14.002601999999996,IVFSPEA2_ZDT1_M2_D30_15.mat
ZDT,IVFSPEA2,ZDT1,16,M2,D30,14.338826000000017,IVFSPEA2_ZDT1_M2_D30_16.mat
ZDT,IVFSPEA2,ZDT1,17,M2,D30,13.810833999999971,IVFSPEA2_ZDT1_M2_D30_17.mat
ZDT,IVFSPEA2,ZDT1,18,M2,D30,14.429445000000008,IVFSPEA2_ZDT1_M2_D30_18.mat
ZDT,IVFSPEA2,ZDT1,19,M2,D30,14.129754000000004,IVFSPEA2_ZDT1_M2_D30_19.mat
ZDT,IVFSPEA2,ZDT1,20,M2,D30,14.394636000000018,IVFSPEA2_ZDT1_M2_D30_20.mat
ZDT,IVFSPEA2,ZDT1,21,M2,D30,13.695928999999984,IVFSPEA2_ZDT1_M2_D30_21.mat
ZDT,IVFSPEA2,ZDT1,22,M2,D30,14.333286000000017,IVFSPEA2_ZDT1_M2_D30_22.mat
ZDT,IVFSPEA2,ZDT1,23,M2,D30,14.072691999999979,IVFSPEA2_ZDT1_M2_D30_23.mat
ZDT,IVFSPEA2,ZDT1,24,M2,D30,13.771099999999992,IVFSPEA2_ZDT1_M2_D30_24.mat
ZDT,IVFSPEA2,ZDT1,25,M2,D30,14.199922999999995,IVFSPEA2_ZDT1_M2_D30_25.mat
ZDT,IVFSPEA2,ZDT1,26,M2,D30,13.894904999999998,IVFSPEA2_ZDT1_M2_D30_26.mat
ZDT,IVFSPEA2,ZDT1,27,M2,D30,14.16808400000001,IVFSPEA2_ZDT1_M2_D30_27.mat
ZDT,IVFSPEA2,ZDT1,28,M2,D30,14.306813999999978,IVFSPEA2_ZDT1_M2_D30_28.mat
ZDT,IVFSPEA2,ZDT1,29,M2,D30,14.181526000000002,IVFSPEA2_ZDT1_M2_D30_29.mat
ZDT,IVFSPEA2,ZDT1,30,M2,D30,14.287526000000012,IVFSPEA2_ZDT1_M2_D30_30.mat
ZDT,IVFSPEA2,ZDT1,31,M2,D30,13.66118199999999,IVFSPEA2_ZDT1_M2_D30_31.mat
ZDT,IVFSPEA2,ZDT1,32,M2,D30,14.225917999999997,IVFSPEA2_ZDT1_M2_D30_32.mat
ZDT,IVFSPEA2,ZDT1,33,M2,D30,13.531009999999998,IVFSPEA2_ZDT1_M2_D30_33.mat
ZDT,IVFSPEA2,ZDT1,34,M2,D30,14.119693000000018,IVFSPEA2_ZDT1_M2_D30_34.mat
ZDT,IVFSPEA2,ZDT1,35,M2,D30,14.044869000000006,IVFSPEA2_ZDT1_M2_D30_35.mat
ZDT,IVFSPEA2,ZDT1,36,M2,D30,14.032240000000007,IVFSPEA2_ZDT1_M2_D30_36.mat
ZDT,IVFSPEA2,ZDT1,37,M2,D30,14.191722999999982,IVFSPEA2_ZDT1_M2_D30_37.mat
ZDT,IVFSPEA2,ZDT1,38,M2,D30,14.169494000000014,IVFSPEA2_ZDT1_M2_D30_38.mat
ZDT,IVFSPEA2,ZDT1,39,M2,D30,14.701538999999988,IVFSPEA2_ZDT1_M2_D30_39.mat
ZDT,IVFSPEA2,ZDT1,40,M2,D30,14.209574999999985,IVFSPEA2_ZDT1_M2_D30_40.mat
ZDT,IVFSPEA2,ZDT1,41,M2,D30,14.196235999999985,IVFSPEA2_ZDT1_M2_D30_41.mat
ZDT,IVFSPEA2,ZDT1,42,M2,D30,14.291834000000009,IVFSPEA2_ZDT1_M2_D30_42.mat
ZDT,IVFSPEA2,ZDT1,43,M2,D30,14.110942999999999,IVFSPEA2_ZDT1_M2_D30_43.mat
ZDT,IVFSPEA2,ZDT1,44,M2,D30,14.293370999999999,IVFSPEA2_ZDT1_M2_D30_44.mat
ZDT,IVFSPEA2,ZDT1,45,M2,D30,13.500747,IVFSPEA2_ZDT1_M2_D30_45.mat
ZDT,IVFSPEA2,ZDT1,46,M2,D30,13.834344999999994,IVFSPEA2_ZDT1_M2_D30_46.mat
ZDT,IVFSPEA2,ZDT1,47,M2,D30,14.097936999999995,IVFSPEA2_ZDT1_M2_D30_47.mat
ZDT,IVFSPEA2,ZDT1,48,M2,D30,13.900573000000023,IVFSPEA2_ZDT1_M2_D30_48.mat
ZDT,IVFSPEA2,ZDT1,49,M2,D30,14.21770699999998,IVFSPEA2_ZDT1_M2_D30_49.mat
ZDT,IVFSPEA2,ZDT1,50,M2,D30,14.252046999999981,IVFSPEA2_ZDT1_M2_D30_50.mat
ZDT,IVFSPEA2,ZDT1,51,M2,D30,14.310704999999995,IVFSPEA2_ZDT1_M2_D30_51.mat
ZDT,IVFSPEA2,ZDT1,52,M2,D30,14.582974000000005,IVFSPEA2_ZDT1_M2_D30_52.mat
ZDT,IVFSPEA2,ZDT1,53,M2,D30,14.148176000000003,IVFSPEA2_ZDT1_M2_D30_53.mat
ZDT,IVFSPEA2,ZDT1,54,M2,D30,14.373336999999989,IVFSPEA2_ZDT1_M2_D30_54.mat
ZDT,IVFSPEA2,ZDT1,55,M2,D30,14.239020000000018,IVFSPEA2_ZDT1_M2_D30_55.mat
ZDT,IVFSPEA2,ZDT1,56,M2,D30,13.828699000000011,IVFSPEA2_ZDT1_M2_D30_56.mat
ZDT,IVFSPEA2,ZDT1,57,M2,D30,14.409221999999978,IVFSPEA2_ZDT1_M2_D30_57.mat
ZDT,IVFSPEA2,ZDT1,58,M2,D30,13.887775999999997,IVFSPEA2_ZDT1_M2_D30_58.mat
ZDT,IVFSPEA2,ZDT1,59,M2,D30,13.55959499999999,IVFSPEA2_ZDT1_M2_D30_59.mat
ZDT,IVFSPEA2,ZDT1,60,M2,D30,13.859542000000005,IVFSPEA2_ZDT1_M2_D30_60.mat
ZDT,IVFSPEA2,ZDT2,1,M2,D30,14.202094000000015,IVFSPEA2_ZDT2_M2_D30_1.mat
ZDT,IVFSPEA2,ZDT2,2,M2,D30,13.626116999999999,IVFSPEA2_ZDT2_M2_D30_2.mat
ZDT,IVFSPEA2,ZDT2,3,M2,D30,14.080489000000009,IVFSPEA2_ZDT2_M2_D30_3.mat
ZDT,IVFSPEA2,ZDT2,4,M2,D30,13.517599999999998,IVFSPEA2_ZDT2_M2_D30_4.mat
ZDT,IVFSPEA2,ZDT2,5,M2,D30,14.107813,IVFSPEA2_ZDT2_M2_D30_5.mat
ZDT,IVFSPEA2,ZDT2,6,M2,D30,13.868236000000005,IVFSPEA2_ZDT2_M2_D30_6.mat
ZDT,IVFSPEA2,ZDT2,7,M2,D30,14.016983999999983,IVFSPEA2_ZDT2_M2_D30_7.mat
ZDT,IVFSPEA2,ZDT2,8,M2,D30,13.808773000000004,IVFSPEA2_ZDT2_M2_D30_8.mat
ZDT,IVFSPEA2,ZDT2,9,M2,D30,13.72591199999999,IVFSPEA2_ZDT2_M2_D30_9.mat
ZDT,IVFSPEA2,ZDT2,10,M2,D30,13.379672999999991,IVFSPEA2_ZDT2_M2_D30_10.mat
ZDT,IVFSPEA2,ZDT2,11,M2,D30,13.989544000000008,IVFSPEA2_ZDT2_M2_D30_11.mat
ZDT,IVFSPEA2,ZDT2,12,M2,D30,13.241159999999999,IVFSPEA2_ZDT2_M2_D30_12.mat
ZDT,IVFSPEA2,ZDT2,13,M2,D30,13.620093000000004,IVFSPEA2_ZDT2_M2_D30_13.mat
ZDT,IVFSPEA2,ZDT2,14,M2,D30,13.603687000000024,IVFSPEA2_ZDT2_M2_D30_14.mat
ZDT,IVFSPEA2,ZDT2,15,M2,D30,13.888897999999987,IVFSPEA2_ZDT2_M2_D30_15.mat
ZDT,IVFSPEA2,ZDT2,16,M2,D30,13.587065999999998,IVFSPEA2_ZDT2_M2_D30_16.mat
ZDT,IVFSPEA2,ZDT2,17,M2,D30,13.668014,IVFSPEA2_ZDT2_M2_D30_17.mat
ZDT,IVFSPEA2,ZDT2,18,M2,D30,13.627481999999988,IVFSPEA2_ZDT2_M2_D30_18.mat
ZDT,IVFSPEA2,ZDT2,19,M2,D30,13.712710999999999,IVFSPEA2_ZDT2_M2_D30_19.mat
ZDT,IVFSPEA2,ZDT2,20,M2,D30,13.881872000000003,IVFSPEA2_ZDT2_M2_D30_20.mat
ZDT,IVFSPEA2,ZDT2,21,M2,D30,13.859480999999992,IVFSPEA2_ZDT2_M2_D30_21.mat
ZDT,IVFSPEA2,ZDT2,22,M2,D30,14.180675000000027,IVFSPEA2_ZDT2_M2_D30_22.mat
ZDT,IVFSPEA2,ZDT2,23,M2,D30,14.217356999999998,IVFSPEA2_ZDT2_M2_D30_23.mat
ZDT,IVFSPEA2,ZDT2,24,M2,D30,14.354451000000013,IVFSPEA2_ZDT2_M2_D30_24.mat
ZDT,IVFSPEA2,ZDT2,25,M2,D30,13.446988999999997,IVFSPEA2_ZDT2_M2_D30_25.mat
ZDT,IVFSPEA2,ZDT2,26,M2,D30,13.95270400000001,IVFSPEA2_ZDT2_M2_D30_26.mat
ZDT,IVFSPEA2,ZDT2,27,M2,D30,13.931642000000009,IVFSPEA2_ZDT2_M2_D30_27.mat
ZDT,IVFSPEA2,ZDT2,28,M2,D30,14.080034000000001,IVFSPEA2_ZDT2_M2_D30_28.mat
ZDT,IVFSPEA2,ZDT2,29,M2,D30,13.675312999999994,IVFSPEA2_ZDT2_M2_D30_29.mat
ZDT,IVFSPEA2,ZDT2,30,M2,D30,13.33037099999999,IVFSPEA2_ZDT2_M2_D30_30.mat
ZDT,IVFSPEA2,ZDT2,31,M2,D30,13.80416999999999,IVFSPEA2_ZDT2_M2_D30_31.mat
ZDT,IVFSPEA2,ZDT2,32,M2,D30,13.958361000000005,IVFSPEA2_ZDT2_M2_D30_32.mat
ZDT,IVFSPEA2,ZDT2,33,M2,D30,13.467622999999978,IVFSPEA2_ZDT2_M2_D30_33.mat
ZDT,IVFSPEA2,ZDT2,34,M2,D30,13.586272999999997,IVFSPEA2_ZDT2_M2_D30_34.mat
ZDT,IVFSPEA2,ZDT2,35,M2,D30,13.798927000000006,IVFSPEA2_ZDT2_M2_D30_35.mat
ZDT,IVFSPEA2,ZDT2,36,M2,D30,13.323724000000023,IVFSPEA2_ZDT2_M2_D30_36.mat
ZDT,IVFSPEA2,ZDT2,37,M2,D30,13.72410499999999,IVFSPEA2_ZDT2_M2_D30_37.mat
ZDT,IVFSPEA2,ZDT2,38,M2,D30,13.497284000000006,IVFSPEA2_ZDT2_M2_D30_38.mat
ZDT,IVFSPEA2,ZDT2,39,M2,D30,13.466392999999997,IVFSPEA2_ZDT2_M2_D30_39.mat
ZDT,IVFSPEA2,ZDT2,40,M2,D30,13.333943000000007,IVFSPEA2_ZDT2_M2_D30_40.mat
ZDT,IVFSPEA2,ZDT2,41,M2,D30,13.466874000000013,IVFSPEA2_ZDT2_M2_D30_41.mat
ZDT,IVFSPEA2,ZDT2,42,M2,D30,13.280305999999998,IVFSPEA2_ZDT2_M2_D30_42.mat
ZDT,IVFSPEA2,ZDT2,43,M2,D30,14.184099999999995,IVFSPEA2_ZDT2_M2_D30_43.mat
ZDT,IVFSPEA2,ZDT2,44,M2,D30,13.850914000000012,IVFSPEA2_ZDT2_M2_D30_44.mat
ZDT,IVFSPEA2,ZDT2,45,M2,D30,13.964452000000005,IVFSPEA2_ZDT2_M2_D30_45.mat
ZDT,IVFSPEA2,ZDT2,46,M2,D30,14.153936000000002,IVFSPEA2_ZDT2_M2_D30_46.mat
ZDT,IVFSPEA2,ZDT2,47,M2,D30,13.996196000000017,IVFSPEA2_ZDT2_M2_D30_47.mat
ZDT,IVFSPEA2,ZDT2,48,M2,D30,13.980047000000011,IVFSPEA2_ZDT2_M2_D30_48.mat
ZDT,IVFSPEA2,ZDT2,49,M2,D30,14.151792999999989,IVFSPEA2_ZDT2_M2_D30_49.mat
ZDT,IVFSPEA2,ZDT2,50,M2,D30,13.771963999999997,IVFSPEA2_ZDT2_M2_D30_50.mat
ZDT,IVFSPEA2,ZDT2,51,M2,D30,14.300317999999988,IVFSPEA2_ZDT2_M2_D30_51.mat
ZDT,IVFSPEA2,ZDT2,52,M2,D30,14.060809000000015,IVFSPEA2_ZDT2_M2_D30_52.mat
ZDT,IVFSPEA2,ZDT2,53,M2,D30,14.486457999999988,IVFSPEA2_ZDT2_M2_D30_53.mat
ZDT,IVFSPEA2,ZDT2,54,M2,D30,13.795196999999982,IVFSPEA2_ZDT2_M2_D30_54.mat
ZDT,IVFSPEA2,ZDT2,55,M2,D30,13.94791700000001,IVFSPEA2_ZDT2_M2_D30_55.mat
ZDT,IVFSPEA2,ZDT2,56,M2,D30,14.013015000000008,IVFSPEA2_ZDT2_M2_D30_56.mat
ZDT,IVFSPEA2,ZDT2,57,M2,D30,13.772356000000007,IVFSPEA2_ZDT2_M2_D30_57.mat
ZDT,IVFSPEA2,ZDT2,58,M2,D30,13.728759999999987,IVFSPEA2_ZDT2_M2_D30_58.mat
ZDT,IVFSPEA2,ZDT2,59,M2,D30,13.788716000000008,IVFSPEA2_ZDT2_M2_D30_59.mat
ZDT,IVFSPEA2,ZDT2,60,M2,D30,13.813487999999973,IVFSPEA2_ZDT2_M2_D30_60.mat
ZDT,IVFSPEA2,ZDT3,1,M2,D30,13.920752999999994,IVFSPEA2_ZDT3_M2_D30_1.mat
ZDT,IVFSPEA2,ZDT3,2,M2,D30,13.624603999999982,IVFSPEA2_ZDT3_M2_D30_2.mat
ZDT,IVFSPEA2,ZDT3,3,M2,D30,13.693664000000007,IVFSPEA2_ZDT3_M2_D30_3.mat
ZDT,IVFSPEA2,ZDT3,4,M2,D30,13.557672999999992,IVFSPEA2_ZDT3_M2_D30_4.mat
ZDT,IVFSPEA2,ZDT3,5,M2,D30,13.490557,IVFSPEA2_ZDT3_M2_D30_5.mat
ZDT,IVFSPEA2,ZDT3,6,M2,D30,13.646989999999994,IVFSPEA2_ZDT3_M2_D30_6.mat
ZDT,IVFSPEA2,ZDT3,7,M2,D30,13.190718,IVFSPEA2_ZDT3_M2_D30_7.mat
ZDT,IVFSPEA2,ZDT3,8,M2,D30,13.157645999999993,IVFSPEA2_ZDT3_M2_D30_8.mat
ZDT,IVFSPEA2,ZDT3,9,M2,D30,13.08098699999998,IVFSPEA2_ZDT3_M2_D30_9.mat
ZDT,IVFSPEA2,ZDT3,10,M2,D30,13.593956,IVFSPEA2_ZDT3_M2_D30_10.mat
ZDT,IVFSPEA2,ZDT3,11,M2,D30,13.207260000000007,IVFSPEA2_ZDT3_M2_D30_11.mat
ZDT,IVFSPEA2,ZDT3,12,M2,D30,12.805014000000005,IVFSPEA2_ZDT3_M2_D30_12.mat
ZDT,IVFSPEA2,ZDT3,13,M2,D30,12.919583,IVFSPEA2_ZDT3_M2_D30_13.mat
ZDT,IVFSPEA2,ZDT3,14,M2,D30,12.786117999999991,IVFSPEA2_ZDT3_M2_D30_14.mat
ZDT,IVFSPEA2,ZDT3,15,M2,D30,13.065417000000014,IVFSPEA2_ZDT3_M2_D30_15.mat
ZDT,IVFSPEA2,ZDT3,16,M2,D30,12.929318000000004,IVFSPEA2_ZDT3_M2_D30_16.mat
ZDT,IVFSPEA2,ZDT3,17,M2,D30,12.904926000000012,IVFSPEA2_ZDT3_M2_D30_17.mat
ZDT,IVFSPEA2,ZDT3,18,M2,D30,12.823695000000008,IVFSPEA2_ZDT3_M2_D30_18.mat
ZDT,IVFSPEA2,ZDT3,19,M2,D30,12.745171000000001,IVFSPEA2_ZDT3_M2_D30_19.mat
ZDT,IVFSPEA2,ZDT3,20,M2,D30,13.027339000000003,IVFSPEA2_ZDT3_M2_D30_20.mat
ZDT,IVFSPEA2,ZDT3,21,M2,D30,12.32935999999999,IVFSPEA2_ZDT3_M2_D30_21.mat
ZDT,IVFSPEA2,ZDT3,22,M2,D30,13.064213999999984,IVFSPEA2_ZDT3_M2_D30_22.mat
ZDT,IVFSPEA2,ZDT3,23,M2,D30,12.873465999999988,IVFSPEA2_ZDT3_M2_D30_23.mat
ZDT,IVFSPEA2,ZDT3,24,M2,D30,12.522465999999994,IVFSPEA2_ZDT3_M2_D30_24.mat
ZDT,IVFSPEA2,ZDT3,25,M2,D30,13.183230000000009,IVFSPEA2_ZDT3_M2_D30_25.mat
ZDT,IVFSPEA2,ZDT3,26,M2,D30,13.037578999999988,IVFSPEA2_ZDT3_M2_D30_26.mat
ZDT,IVFSPEA2,ZDT3,27,M2,D30,12.528517000000003,IVFSPEA2_ZDT3_M2_D30_27.mat
ZDT,IVFSPEA2,ZDT3,28,M2,D30,12.229385000000006,IVFSPEA2_ZDT3_M2_D30_28.mat
ZDT,IVFSPEA2,ZDT3,29,M2,D30,12.887658999999996,IVFSPEA2_ZDT3_M2_D30_29.mat
ZDT,IVFSPEA2,ZDT3,30,M2,D30,12.520080999999994,IVFSPEA2_ZDT3_M2_D30_30.mat
ZDT,IVFSPEA2,ZDT3,31,M2,D30,12.707498999999999,IVFSPEA2_ZDT3_M2_D30_31.mat
ZDT,IVFSPEA2,ZDT3,32,M2,D30,13.024460999999995,IVFSPEA2_ZDT3_M2_D30_32.mat
ZDT,IVFSPEA2,ZDT3,33,M2,D30,13.114135000000006,IVFSPEA2_ZDT3_M2_D30_33.mat
ZDT,IVFSPEA2,ZDT3,34,M2,D30,12.801274000000006,IVFSPEA2_ZDT3_M2_D30_34.mat
ZDT,IVFSPEA2,ZDT3,35,M2,D30,13.201508000000002,IVFSPEA2_ZDT3_M2_D30_35.mat
ZDT,IVFSPEA2,ZDT3,36,M2,D30,13.091787999999998,IVFSPEA2_ZDT3_M2_D30_36.mat
ZDT,IVFSPEA2,ZDT3,37,M2,D30,12.436216999999978,IVFSPEA2_ZDT3_M2_D30_37.mat
ZDT,IVFSPEA2,ZDT3,38,M2,D30,12.81936000000001,IVFSPEA2_ZDT3_M2_D30_38.mat
ZDT,IVFSPEA2,ZDT3,39,M2,D30,12.870550999999994,IVFSPEA2_ZDT3_M2_D30_39.mat
ZDT,IVFSPEA2,ZDT3,40,M2,D30,12.815950000000011,IVFSPEA2_ZDT3_M2_D30_40.mat
ZDT,IVFSPEA2,ZDT3,41,M2,D30,12.91142900000001,IVFSPEA2_ZDT3_M2_D30_41.mat
ZDT,IVFSPEA2,ZDT3,42,M2,D30,13.324687000000013,IVFSPEA2_ZDT3_M2_D30_42.mat
ZDT,IVFSPEA2,ZDT3,43,M2,D30,14.014216000000005,IVFSPEA2_ZDT3_M2_D30_43.mat
ZDT,IVFSPEA2,ZDT3,44,M2,D30,14.394412999999998,IVFSPEA2_ZDT3_M2_D30_44.mat
ZDT,IVFSPEA2,ZDT3,45,M2,D30,13.954773000000001,IVFSPEA2_ZDT3_M2_D30_45.mat
ZDT,IVFSPEA2,ZDT3,46,M2,D30,14.101416000000016,IVFSPEA2_ZDT3_M2_D30_46.mat
ZDT,IVFSPEA2,ZDT3,47,M2,D30,13.717569999999993,IVFSPEA2_ZDT3_M2_D30_47.mat
ZDT,IVFSPEA2,ZDT3,48,M2,D30,13.981468999999997,IVFSPEA2_ZDT3_M2_D30_48.mat
ZDT,IVFSPEA2,ZDT3,49,M2,D30,13.596862999999999,IVFSPEA2_ZDT3_M2_D30_49.mat
ZDT,IVFSPEA2,ZDT3,50,M2,D30,13.972254999999997,IVFSPEA2_ZDT3_M2_D30_50.mat
ZDT,IVFSPEA2,ZDT3,51,M2,D30,13.528931000000005,IVFSPEA2_ZDT3_M2_D30_51.mat
ZDT,IVFSPEA2,ZDT3,52,M2,D30,13.646486999999988,IVFSPEA2_ZDT3_M2_D30_52.mat
ZDT,IVFSPEA2,ZDT3,53,M2,D30,13.568909999999997,IVFSPEA2_ZDT3_M2_D30_53.mat
ZDT,IVFSPEA2,ZDT3,54,M2,D30,13.719499999999993,IVFSPEA2_ZDT3_M2_D30_54.mat
ZDT,IVFSPEA2,ZDT3,55,M2,D30,13.493833999999998,IVFSPEA2_ZDT3_M2_D30_55.mat
ZDT,IVFSPEA2,ZDT3,56,M2,D30,13.578210000000004,IVFSPEA2_ZDT3_M2_D30_56.mat
ZDT,IVFSPEA2,ZDT3,57,M2,D30,13.207615000000011,IVFSPEA2_ZDT3_M2_D30_57.mat
ZDT,IVFSPEA2,ZDT3,58,M2,D30,13.670856000000011,IVFSPEA2_ZDT3_M2_D30_58.mat
ZDT,IVFSPEA2,ZDT3,59,M2,D30,13.330023000000004,IVFSPEA2_ZDT3_M2_D30_59.mat
ZDT,IVFSPEA2,ZDT3,60,M2,D30,13.136403999999967,IVFSPEA2_ZDT3_M2_D30_60.mat
ZDT,IVFSPEA2,ZDT4,1,M2,D10,10.722347,IVFSPEA2_ZDT4_M2_D10_1.mat
ZDT,IVFSPEA2,ZDT4,2,M2,D10,11.466140000000005,IVFSPEA2_ZDT4_M2_D10_2.mat
ZDT,IVFSPEA2,ZDT4,3,M2,D10,10.731921999999997,IVFSPEA2_ZDT4_M2_D10_3.mat
ZDT,IVFSPEA2,ZDT4,4,M2,D10,10.503403999999989,IVFSPEA2_ZDT4_M2_D10_4.mat
ZDT,IVFSPEA2,ZDT4,5,M2,D10,11.946616000000006,IVFSPEA2_ZDT4_M2_D10_5.mat
ZDT,IVFSPEA2,ZDT4,6,M2,D10,11.030147000000023,IVFSPEA2_ZDT4_M2_D10_6.mat
ZDT,IVFSPEA2,ZDT4,7,M2,D10,10.526065000000003,IVFSPEA2_ZDT4_M2_D10_7.mat
ZDT,IVFSPEA2,ZDT4,8,M2,D10,10.06588399999999,IVFSPEA2_ZDT4_M2_D10_8.mat
ZDT,IVFSPEA2,ZDT4,9,M2,D10,10.227442000000005,IVFSPEA2_ZDT4_M2_D10_9.mat
ZDT,IVFSPEA2,ZDT4,10,M2,D10,10.137850000000011,IVFSPEA2_ZDT4_M2_D10_10.mat
ZDT,IVFSPEA2,ZDT4,11,M2,D10,10.33049999999999,IVFSPEA2_ZDT4_M2_D10_11.mat
ZDT,IVFSPEA2,ZDT4,12,M2,D10,10.474317000000012,IVFSPEA2_ZDT4_M2_D10_12.mat
ZDT,IVFSPEA2,ZDT4,13,M2,D10,10.060868000000005,IVFSPEA2_ZDT4_M2_D10_13.mat
ZDT,IVFSPEA2,ZDT4,14,M2,D10,10.387910000000005,IVFSPEA2_ZDT4_M2_D10_14.mat
ZDT,IVFSPEA2,ZDT4,15,M2,D10,10.048604000000003,IVFSPEA2_ZDT4_M2_D10_15.mat
ZDT,IVFSPEA2,ZDT4,16,M2,D10,10.222379000000014,IVFSPEA2_ZDT4_M2_D10_16.mat
ZDT,IVFSPEA2,ZDT4,17,M2,D10,10.177203999999993,IVFSPEA2_ZDT4_M2_D10_17.mat
ZDT,IVFSPEA2,ZDT4,18,M2,D10,10.775574999999998,IVFSPEA2_ZDT4_M2_D10_18.mat
ZDT,IVFSPEA2,ZDT4,19,M2,D10,10.846531999999998,IVFSPEA2_ZDT4_M2_D10_19.mat
ZDT,IVFSPEA2,ZDT4,20,M2,D10,10.895713999999998,IVFSPEA2_ZDT4_M2_D10_20.mat
ZDT,IVFSPEA2,ZDT4,21,M2,D10,10.329854999999997,IVFSPEA2_ZDT4_M2_D10_21.mat
ZDT,IVFSPEA2,ZDT4,22,M2,D10,10.617927000000014,IVFSPEA2_ZDT4_M2_D10_22.mat
ZDT,IVFSPEA2,ZDT4,23,M2,D10,10.661734000000012,IVFSPEA2_ZDT4_M2_D10_23.mat
ZDT,IVFSPEA2,ZDT4,24,M2,D10,10.572115,IVFSPEA2_ZDT4_M2_D10_24.mat
ZDT,IVFSPEA2,ZDT4,25,M2,D10,10.601960000000018,IVFSPEA2_ZDT4_M2_D10_25.mat
ZDT,IVFSPEA2,ZDT4,26,M2,D10,10.830909999999992,IVFSPEA2_ZDT4_M2_D10_26.mat
